x,y,z,v
32,126,7,0.0858
32,129,184,0.0707
32,130,55,0.0581
32,133,85,0.0648
32,134,22,0.1061
32,134,35,0.0553
32,143,85,0.067
32,144,28,0.2629
32,147,43,0.2655
32,152,17,0.0924
32,159,45,0.0479
32,162,6,0.0348
32,166,98,0.0548
32,166,127,0.0629
32,170,199,0.0402
32,176,146,0.0514
32,178,22,0.0544
32,194,196,0.2223
33,0,74,0.2364
33,3,76,0.2279
33,4,12,0.0485
33,6,17,0.0561
33,9,144,0.2484
33,10,111,0.2658
33,11,54,0.2408
33,11,132,0.2427
33,25,164,0.0958
33,26,64,0.0999
33,32,13,0.2379
33,35,51,0.0724
33,35,151,0.0827
33,38,168,0.212
33,40,98,0.0869
33,43,192,0.2426
33,46,152,0.2657
33,53,150,0.2611
33,56,150,0.2359
33,69,139,0.0921
33,76,195,0.2492
33,77,5,0.0856
33,83,63,0.0758
33,85,37,0.1047
33,86,128,0.2335
33,87,26,0.264
33,87,83,0.0704
33,90,17,0.1073
33,90,165,0.2367
33,93,72,0.2373
33,94,46,0.1004
33,104,188,0.0805
33,116,52,0.1078
33,126,84,0.2556
33,127,79,0.0566
33,130,191,0.2529
33,134,44,0.2421
33,139,108,0.2263
33,141,8,0.2356
33,143,16,0.2151
33,148,14,0.2969
33,149,148,0.0542
33,164,177,0.0879
33,171,133,0.0857
33,173,121,0.2438
33,173,158,0.2487
33,175,89,0.0822
33,187,199,0.1183
33,191,39,0.2363
33,195,139,0.2299
33,196,119,0.0758
34,7,98,0.233
34,8,18,0.0709
34,9,35,0.0725
34,22,122,0.0735
34,24,159,0.0667
34,25,9,0.054
34,30,104,0.273
34,44,175,0.0532
34,47,188,0.2803
34,49,69,0.0421
34,49,125,0.0742
34,59,191,0.0501
34,60,106,0.2199
34,61,24,0.0757
34,65,80,0.2487
34,74,130,0.0797
34,75,151,0.0546
34,80,70,0.2411
34,92,172,0.0543
34,99,143,0.0522
34,104,178,0.2406
34,109,86,0.2361
34,135,33,0.08
34,135,174,0.1014
34,140,97,0.0845
34,140,144,0.1031
34,151,14,0.2812
34,158,81,0.0866
34,160,40,0.0748
34,168,163,0.092
34,169,128,0.0933
34,172,88,0.2845
34,189,71,0.0827
35,2,5,0.0855
35,4,47,0.2377
35,5,55,0.0419
35,16,129,0.2509
35,23,164,0.0919
35,44,84,0.0519
35,60,198,0.2814
35,62,130,0.1121
35,65,162,0.058
35,78,104,0.0668
35,88,23,0.2344
35,88,127,0.2727
35,90,10,0.0762
35,93,25,0.2704
35,106,50,0.2374
35,111,12,0.0948
35,112,133,0.0673
35,117,158,0.0786
35,119,19,0.253
35,119,67,0.0946
35,129,87,0.1022
35,129,173,0.2724
35,136,96,0.2759
35,138,7,0.0502
35,150,189,0.2306
35,161,180,0.086
35,163,37,0.0745
35,167,102,0.0509
35,176,112,0.2746
35,180,47,0.0658
35,185,41,0.0467
35,188,83,0.0723
35,190,27,0.2657
35,193,23,0.0464
35,196,60,0.2412
36,2,42,0.288
36,12,117,0.113
36,13,49,0.314
36,23,13,0.101
36,26,48,0.0677
36,29,146,0.2827
36,44,18,0.2634
36,47,32,0.2697
36,47,178,0.0906
36,51,13,0.2559
36,56,94,0.0954
36,62,149,0.0905
36,64,103,0.0893
36,68,187,0.2594
36,74,10,0.0924
36,78,122,0.2957
36,84,73,0.2842
36,92,98,0.089
36,93,124,0.0553
36,93,140,0.2926
36,102,90,0.2576
36,104,19,0.0608
36,104,90,0.0501
36,112,69,0.0627
36,123,44,0.2512
36,124,125,0.2168
36,124,145,0.0495
36,131,104,0.2788
36,133,176,0.2643
36,134,29,0.2774
36,140,195,0.2377
36,142,58,0.2595
36,145,73,0.2581
36,156,151,0.0419
36,158,135,0.0775
36,165,139,0.1104
36,170,66,0.0732
36,174,135,0.1045
36,187,95,0.1016
36,188,181,0.0593
36,195,164,0.076
36,196,19,0.0777
37,17,189,0.2508
37,18,138,0.2735
37,19,60,0.0873
37,22,4,0.2394
37,22,175,0.2373
37,26,29,0.2648
37,27,66,0.0627
37,27,179,0.2822
37,28,4,0.2388
37,41,18,0.0453
37,45,122,0.2805
37,68,11,0.255
37,72,29,0.0994
37,82,164,0.08
37,92,65,0.2685
37,94,117,0.0507
37,97,126,0.0357
37,98,12,0.0825
37,102,90,0.0471
37,102,96,0.0601
37,104,103,0.0547
37,106,184,0.0526
37,109,52,0.2791
37,120,167,0.2876
37,127,90,0.1194
37,128,73,0.292
37,140,139,0.1055
37,143,45,0.06
37,144,86,0.0837
37,145,57,0.1075
37,150,111,0.2422
37,167,161,0.0976
37,178,151,0.2557
37,178,152,0.2371
37,192,8,0.1065
37,193,49,0.2625
38,16,4,0.2657
38,27,60,0.2828
38,29,16,0.2785
38,39,116,0.0533
38,40,99,0.0461
38,46,152,0.2855
38,47,94,0.2926
38,50,36,0.0421
38,54,157,0.049
38,55,55,0.055
38,58,9,0.2941
38,59,135,0.1097
38,60,155,0.2914
38,61,138,0.0989
38,65,46,0.112
38,65,116,0.3323
38,70,87,0.117
38,74,126,0.2908
38,74,136,0.1137
38,75,29,0.3076
38,76,143,0.3029
38,80,22,0.0668
38,81,67,0.1379
38,87,68,0.101
38,92,179,0.2542
38,93,131,0.0635
38,95,148,0.0928
38,96,130,0.0689
38,96,192,0.2679
38,99,105,0.0676
38,100,159,0.2984
38,104,58,0.2651
38,105,171,0.2647
38,108,17,0.2577
38,114,81,0.0842
38,119,51,0.2843
38,125,70,0.281
38,128,103,0.3105
38,135,102,0.2375
38,149,9,0.2683
38,154,81,0.0669
38,161,55,0.0439
38,163,52,0.0987
38,163,148,0.3096
38,164,192,0.0635
38,165,150,0.308
38,168,17,0.0547
38,168,142,0.0598
38,169,35,0.0828
38,169,101,0.2729
38,172,161,0.2643
38,177,169,0.064
38,186,11,0.3216
38,187,61,0.0443
38,195,155,0.3317
38,196,172,0.042
39,3,25,0.2363
39,3,61,0.0649
39,3,181,0.0489
39,13,108,0.0605
39,14,193,0.1001
39,18,193,0.127
39,25,79,0.3013
39,31,74,0.2647
39,31,77,0.2846
39,33,69,0.1026
39,37,132,0.0774
39,43,10,0.2747
39,43,90,0.2842
39,48,68,0.1141
39,61,28,0.0682
39,62,168,0.1145
39,72,197,0.0781
39,73,68,0.1031
39,81,38,0.2387
39,81,143,0.2811
39,85,109,0.2427
39,112,165,0.0521
39,114,141,0.1009
39,118,147,0.2863
39,138,63,0.0662
39,138,67,0.0777
39,141,17,0.061
39,146,11,0.2935
39,148,93,0.0303
39,164,59,0.062
39,170,1,0.2978
39,188,25,0.0505
39,193,178,0.0809
39,198,68,0.0748
40,0,199,0.2798
40,2,18,0.2745
40,2,95,0.2875
40,5,197,0.3117
40,9,151,0.0991
40,12,4,0.093
40,13,87,0.0949
40,16,28,0.3
40,19,43,0.2952
40,21,121,0.2653
40,24,175,0.1139
40,25,38,0.079
40,28,162,0.2803
40,34,99,0.1082
40,44,67,0.0728
40,53,36,0.2654
40,65,6,0.0659
40,65,115,0.1038
40,66,2,0.2783
40,78,30,0.0483
40,80,34,0.0596
40,82,0,0.1108
40,92,152,0.059
40,107,153,0.2685
40,108,85,0.0668
40,109,106,0.1312
40,109,142,0.1296
40,116,52,0.2998
40,119,156,0.2872
40,122,184,0.1107
40,141,197,0.0752
40,142,190,0.0946
40,146,16,0.1063
40,153,149,0.2903
40,158,181,0.1139
40,159,85,0.1041
40,163,153,0.289
40,164,142,0.0985
40,166,120,0.1274
40,170,143,0.2837
40,176,78,0.1195
40,179,85,0.2946
40,181,171,0.3092
40,190,128,0.0947
40,197,88,0.0923
41,5,53,0.045
41,10,137,0.0781
41,11,29,0.1144
41,25,163,0.297
41,33,111,0.071
41,33,127,0.0536
41,40,159,0.0444
41,41,97,0.2936
41,50,86,0.1014
41,58,195,0.1404
41,63,88,0.1162
41,65,71,0.0876
41,68,159,0.0547
41,82,166,0.1099
41,84,108,0.2747
41,88,68,0.1001
41,89,139,0.0834
41,94,195,0.2877
41,107,126,0.1203
41,113,108,0.0926
41,116,13,0.2795
41,125,15,0.273
41,128,159,0.0921
41,130,150,0.1192
41,131,58,0.0513
41,131,187,0.272
41,132,95,0.2824
41,137,120,0.3031
41,139,119,0.0544
41,144,22,0.2823
41,159,27,0.0788
41,159,40,0.066
41,159,110,0.3122
41,163,20,0.0796
41,163,44,0.2991
41,169,156,0.3046
41,173,105,0.0628
41,175,29,0.0485
41,178,186,0.0488
41,192,66,0.0524
41,199,51,0.0548
42,2,111,0.2551
42,10,181,0.2808
42,12,12,0.0508
42,12,199,0.2846
42,14,176,0.3338
42,17,176,0.3071
42,33,140,0.2985
42,35,176,0.0854
42,40,113,0.0675
42,42,44,0.0864
42,46,44,0.0995
42,53,23,0.0992
42,53,68,0.2599
42,63,178,0.0748
42,64,57,0.1113
42,69,15,0.2558
42,74,136,0.116
42,77,123,0.2936
42,83,53,0.0981
42,86,110,0.0506
42,90,199,0.2487
42,94,48,0.2952
42,94,58,0.0869
42,104,194,0.0661
42,121,112,0.2948
42,124,24,0.055
42,134,5,0.2654
42,136,9,0.2705
42,138,16,0.2533
42,138,107,0.2505
42,140,79,0.0644
42,143,141,0.0504
42,143,152,0.0591
42,146,20,0.2649
42,160,76,0.1012
42,162,52,0.2848
42,169,125,0.0878
42,171,15,0.0855
42,171,53,0.2726
42,172,47,0.33
42,183,57,0.287
42,189,81,0.2936
42,193,29,0.1012
42,197,10,0.2733
43,4,177,0.0923
43,6,171,0.1057
43,20,10,0.0999
43,22,170,0.0668
43,24,137,0.3058
43,29,2,0.2712
43,33,182,0.2858
43,39,186,0.2786
43,40,153,0.263
43,45,3,0.2811
43,52,8,0.0995
43,52,184,0.2576
43,67,14,0.2683
43,77,21,0.0474
43,77,177,0.0321
43,78,2,0.0531
43,85,156,0.0633
43,86,175,0.2934
43,90,99,0.2714
43,91,176,0.0362
43,93,182,0.2557
43,94,196,0.079
43,102,63,0.0526
43,102,107,0.2491
43,108,137,0.0925
43,111,115,0.0724
43,113,115,0.0627
43,116,18,0.074
43,117,167,0.0856
43,118,163,0.0553
43,122,12,0.0995
43,123,63,0.2762
43,125,40,0.1344
43,131,182,0.3029
43,136,144,0.0688
43,138,19,0.1096
43,148,152,0.0964
43,156,60,0.2252
43,166,153,0.237
43,171,43,0.2708
43,174,199,0.2657
43,176,155,0.2701
43,177,47,0.0792
43,177,181,0.1016
43,179,31,0.2827
43,188,186,0.2667
43,193,134,0.2928
43,195,22,0.094
43,197,165,0.0426
44,1,184,0.2615
44,6,164,0.2946
44,8,57,0.0882
44,11,155,0.1146
44,13,134,0.2482
44,14,126,0.2946
44,23,53,0.0522
44,39,79,0.217
44,42,129,0.225
44,49,110,0.2623
44,59,12,0.2197
44,70,179,0.3342
44,75,162,0.0756
44,76,123,0.0719
44,79,143,0.1269
44,93,37,0.0992
44,98,0,0.2703
44,104,94,0.3133
44,104,170,0.265
44,114,165,0.2449
44,119,86,0.2969
44,121,43,0.2979
44,127,115,0.2854
44,127,120,0.063
44,128,145,0.1078
44,132,104,0.1051
44,138,122,0.2391
44,143,79,0.2626
44,151,85,0.0526
44,159,60,0.2576
44,160,4,0.0589
44,163,146,0.0664
44,164,66,0.2614
44,174,195,0.0502
44,177,26,0.0465
44,179,144,0.0311
44,181,133,0.0565
44,190,191,0.03
44,196,148,0.2802
45,5,197,0.0808
45,6,148,0.1149
45,14,124,0.0738
45,31,13,0.0783
45,38,117,0.0808
45,45,16,0.0859
45,46,16,0.0945
45,57,91,0.2746
45,58,165,0.0643
45,60,133,0.0858
45,64,148,0.2721
45,66,108,0.2855
45,69,73,0.274
45,86,80,0.2639
45,87,163,0.2519
45,91,42,0.0808
45,91,176,0.0604
45,92,192,0.2582
45,96,79,0.0695
45,109,108,0.0952
45,112,198,0.0643
45,119,102,0.0538
45,120,93,0.0647
45,120,196,0.0481
45,125,98,0.0535
45,128,128,0.0563
45,131,133,0.0455
45,132,132,0.0515
45,138,66,0.0867
45,141,52,0.2153
45,146,118,0.0541
45,148,141,0.0705
45,149,176,0.2419
45,151,106,0.2435
45,153,84,0.0793
45,154,196,0.1128
45,155,118,0.0804
45,156,196,0.0966
45,158,7,0.0957
45,163,158,0.2512
45,164,131,0.088
45,167,192,0.3055
45,172,143,0.1198
45,178,193,0.1164
45,180,128,0.2913
45,192,181,0.2881
46,1,83,0.1196
46,2,142,0.1283
46,14,72,0.1017
46,33,190,0.3221
46,37,7,0.2415
46,40,10,0.0707
46,40,43,0.0557
46,48,54,0.0592
46,49,73,0.2519
46,51,117,0.0499
46,54,86,0.0753
46,54,163,0.232
46,56,8,0.2166
46,63,27,0.062
46,63,49,0.0771
46,63,118,0.2275
46,65,88,0.2654
46,74,22,0.2439
46,89,14,0.2231
46,90,108,0.181
46,96,31,0.2086
46,99,56,0.2511
46,120,109,0.283
46,122,112,0.0734
46,129,33,0.2679
46,132,79,0.2831
46,134,23,0.0888
46,136,112,0.1068
46,139,78,0.0856
46,144,108,0.2795
46,158,21,0.0962
46,160,99,0.2844
46,165,129,0.0948
46,168,178,0.0923
46,170,29,0.2794
46,178,189,0.0657
46,178,194,0.2966
46,183,199,0.3033
46,187,68,0.0533
46,188,9,0.0716
46,195,161,0.0737
47,0,166,0.2428
47,2,62,0.2174
47,6,77,0.1147
47,13,76,0.2618
47,29,11,0.2365
47,37,113,0.2008
47,40,22,0.0543
47,51,80,0.0707
47,53,68,0.1244
47,61,185,0.1121
47,67,76,0.1006
47,83,105,0.3004
47,84,132,0.2788
47,90,29,0.0926
47,100,103,0.2935
47,100,147,0.1077
47,115,185,0.1017
47,116,162,0.3074
47,121,110,0.2798
47,126,141,0.0757
47,126,162,0.2982
47,127,147,0.0879
47,130,13,0.1119
47,137,198,0.2826
47,138,194,0.1061
47,143,113,0.0789
47,151,161,0.0546
47,153,117,0.0667
47,159,0,0.2233
47,159,139,0.0636
47,169,19,0.2203
47,182,146,0.0486
47,196,77,0.2687
47,196,104,0.2286
47,196,118,0.081
47,199,191,0.0355
47,199,192,0.2235
48,6,12,0.2732
48,6,139,0.0806
48,12,27,0.2576
48,12,176,0.2436
48,17,21,0.079
48,18,26,0.2619
48,22,16,0.0815
48,24,160,0.0918
48,26,1,0.2706
48,34,173,0.105
48,36,89,0.2915
48,39,180,0.3081
48,45,181,0.2982
48,46,138,0.3163
48,54,127,0.1114
48,59,9,0.2956
48,60,26,0.298
48,65,197,0.0944
48,70,155,0.3275
48,70,178,0.2811
48,76,96,0.0929
48,90,106,0.1014
48,96,23,0.2373
48,113,165,0.2716
48,117,6,0.1059
48,119,14,0.2431
48,123,158,0.2396
48,131,57,0.2623
48,134,125,0.253
48,142,6,0.2091
48,160,125,0.2758
48,161,56,0.2605
48,163,3,0.247
48,163,17,0.1095
48,165,108,0.109
48,167,174,0.0898
48,169,47,0.2746
48,170,129,0.0673
48,180,20,0.0754
48,181,68,0.2954
48,194,35,0.2844
48,197,23,0.0986
49,2,150,0.3144
49,5,167,0.3265
49,20,3,0.2799
49,40,70,0.0618
49,50,87,0.2849
49,54,75,0.0795
49,56,8,0.2323
49,60,116,0.2428
49,67,45,0.074
49,69,60,0.1139
49,74,56,0.06
49,75,88,0.2184
49,77,87,0.0445
49,78,17,0.2247
49,79,107,0.2378
49,88,110,0.2292
49,98,39,0.0668
49,109,28,0.2731
49,109,42,0.1004
49,114,112,0.1022
49,119,195,0.293
49,122,77,0.2846
49,122,134,0.2792
49,125,174,0.2505
49,129,100,0.0815
49,145,48,0.2901
49,168,141,0.2949
49,174,62,0.0594
49,176,7,0.2772
49,183,137,0.2796
49,188,120,0.2519
49,192,122,0.0529
50,27,12,0.2593
50,35,134,0.0388
50,39,38,0.2429
50,49,49,0.0409
50,68,65,0.0825
50,71,29,0.0908
50,71,86,0.0738
50,75,105,0.1011
50,78,17,0.089
50,79,151,0.3126
50,82,33,0.0913
50,88,140,0.313
50,110,14,0.3014
50,121,143,0.3031
50,125,194,0.2726
50,140,58,0.0628
50,143,130,0.0899
50,143,169,0.2552
50,145,10,0.0642
50,157,28,0.0666
50,161,189,0.2552
50,179,55,0.2205
51,11,120,0.3298
51,15,70,0.3046
51,15,91,0.0664
51,18,175,0.2975
51,28,92,0.119
51,47,91,0.1439
51,53,192,0.11
51,58,66,0.0834
51,62,40,0.1191
51,66,163,0.2688
51,67,26,0.0896
51,68,156,0.2874
51,70,97,0.086
51,73,149,0.2319
51,76,96,0.1078
51,83,97,0.0798
51,96,40,0.2486
51,105,82,0.059
51,115,69,0.059
51,125,18,0.2445
51,129,47,0.0738
51,130,185,0.0556
51,131,86,0.0444
51,135,153,0.2383
51,144,24,0.0619
51,155,191,0.0648
51,158,68,0.1005
51,158,78,0.2997
51,159,65,0.0872
51,162,68,0.1025
51,164,89,0.0915
51,176,154,0.0882
51,185,30,0.3339
51,186,11,0.2902
51,190,64,0.3379
52,2,158,0.1046
52,3,47,0.0991
52,17,143,0.2732
52,19,188,0.1022
52,30,49,0.1147
52,32,48,0.2614
52,32,85,0.0943
52,48,132,0.0597
52,58,76,0.0648
52,67,125,0.0488
52,71,84,0.2165
52,72,106,0.0884
52,79,97,0.0552
52,90,125,0.0827
52,99,60,0.0467
52,101,156,0.1196
52,116,15,0.0886
52,120,47,0.093
52,123,33,0.0803
52,126,55,0.0952
52,134,164,0.0597
52,139,85,0.1109
52,153,72,0.3032
52,154,153,0.2651
52,157,130,0.1204
52,161,111,0.1252
52,172,4,0.0917
52,187,95,0.1238
52,187,184,0.0951
52,194,135,0.2555
52,197,149,0.0659
52,198,38,0.2578
52,199,5,0.2356
53,6,94,0.273
53,11,25,0.2651
53,12,22,0.27
53,14,116,0.0658
53,18,72,0.0538
53,20,89,0.2695
53,23,70,0.0663
53,26,95,0.0493
53,28,17,0.054
53,28,108,0.0626
53,48,15,0.0421
53,49,80,0.0685
53,50,36,0.262
53,51,12,0.3046
53,57,35,0.0794
53,64,120,0.2652
53,64,142,0.0713
53,70,18,0.0791
53,88,159,0.287
53,90,58,0.2982
53,94,138,0.0925
53,96,19,0.1147
53,99,132,0.2832
53,104,196,0.3016
53,109,73,0.2856
53,109,109,0.0516
53,113,3,0.2696
53,116,1,0.1156
53,116,184,0.2688
53,118,45,0.1079
53,123,9,0.0644
53,126,143,0.2867
53,133,153,0.0921
53,134,69,0.2563
53,135,28,0.2363
53,152,104,0.0635
53,162,121,0.0925
53,165,33,0.0668
53,167,100,0.2368
53,167,128,0.0532
53,168,167,0.0595
53,169,105,0.2573
53,171,28,0.0683
53,173,191,0.0593
53,175,145,0.0631
53,185,87,0.0743
53,189,180,0.0469
53,191,173,0.0483
53,192,46,0.2516
53,197,192,0.0549
53,198,111,0.0594
54,5,56,0.2494
54,12,197,0.1163
54,13,20,0.2491
54,16,161,0.0989
54,28,86,0.0833
54,28,92,0.1018
54,32,112,0.0784
54,35,37,0.0635
54,42,119,0.2659
54,43,20,0.1106
54,47,101,0.2827
54,54,85,0.3008
54,59,165,0.1298
54,62,108,0.0634
54,63,56,0.0471
54,72,178,0.2836
54,73,34,0.0904
54,80,81,0.0716
54,82,55,0.2593
54,90,88,0.2431
54,94,163,0.0421
54,97,140,0.2727
54,103,20,0.0512
54,108,134,0.0764
54,113,173,0.2295
54,115,49,0.2648
54,119,57,0.2369
54,126,116,0.0663
54,134,127,0.087
54,135,122,0.0506
54,136,16,0.0798
54,140,133,0.0777
54,150,181,0.2702
54,155,131,0.095
54,168,9,0.0983
54,171,87,0.0843
54,173,25,0.1024
54,175,83,0.2489
54,190,38,0.1046
54,196,108,0.2961
54,199,56,0.3303
55,0,52,0.3089
55,2,90,0.2926
55,6,163,0.1207
55,11,144,0.2459
55,17,6,0.0471
55,23,26,0.2656
55,25,39,0.2871
55,25,170,0.2805
55,26,119,0.2706
55,27,96,0.0606
55,32,135,0.0753
55,41,196,0.213
55,44,49,0.22
55,48,198,0.2432
55,50,23,0.2329
55,59,78,0.2279
55,67,152,0.0956
55,69,93,0.2659
55,75,163,0.0579
55,78,8,0.077
55,79,9,0.0589
55,84,198,0.2371
55,97,17,0.0756
55,104,98,0.0666
55,110,6,0.1031
55,132,191,0.102
55,133,3,0.2843
55,133,44,0.1052
55,135,133,0.2552
55,138,134,0.2662
55,142,184,0.2987
55,143,126,0.2659
55,148,145,0.306
55,154,40,0.2633
55,159,171,0.0935
55,162,197,0.1052
55,167,31,0.0741
55,173,59,0.1448
55,174,60,0.321
55,174,90,0.2596
55,177,61,0.1162
55,180,13,0.2558
55,182,46,0.2702
55,186,172,0.1145
55,193,114,0.1001
55,196,177,0.1065
55,199,158,0.1301
56,10,44,0.2628
56,10,191,0.2336
56,24,130,0.073
56,26,85,0.0668
56,33,8,0.2631
56,37,175,0.2586
56,49,157,0.2118
56,50,157,0.2225
56,64,181,0.0778
56,74,34,0.2676
56,74,91,0.082
56,83,27,0.2789
56,95,129,0.2722
56,96,131,0.2815
56,97,35,0.2707
56,108,117,0.2952
56,113,145,0.1018
56,119,8,0.3002
56,122,113,0.3127
56,137,136,0.101
56,138,112,0.08
56,138,158,0.2513
56,139,20,0.2356
56,139,190,0.27
56,142,48,0.2736
56,144,86,0.1072
56,144,136,0.1013
56,153,178,0.2212
56,158,145,0.2717
56,158,192,0.2304
56,159,183,0.0846
56,163,38,0.2162
56,166,158,0.0656
56,168,133,0.2396
56,172,167,0.2561
56,176,24,0.0885
57,13,143,0.2194
57,14,54,0.0664
57,15,171,0.2648
57,16,83,0.0608
57,22,191,0.0661
57,37,192,0.095
57,40,24,0.0885
57,40,154,0.2467
57,48,192,0.2663
57,50,72,0.269
57,59,11,0.2821
57,60,176,0.2986
57,67,129,0.2799
57,71,25,0.1212
57,80,125,0.0671
57,93,188,0.2824
57,106,170,0.0653
57,107,161,0.0443
57,108,33,0.0658
57,117,130,0.2335
57,119,33,0.2401
57,130,173,0.0837
57,135,10,0.0732
57,136,10,0.2012
57,139,28,0.2372
57,140,86,0.2281
57,160,109,0.0676
57,161,81,0.1062
57,162,98,0.063
57,170,33,0.1976
57,171,174,0.2308
57,172,66,0.065
57,174,80,0.249
57,175,63,0.082
57,176,192,0.2206
57,179,53,0.2352
57,182,95,0.1254
57,188,70,0.1057
57,190,29,0.2511
57,193,57,0.2378
57,194,199,0.3071
58,1,158,0.2592
58,8,144,0.2375
58,9,16,0.1256
58,32,97,0.2822
58,36,43,0.1244
58,43,24,0.0899
58,43,49,0.0542
58,47,140,0.2611
58,51,146,0.0487
58,65,119,0.078
58,78,150,0.2685
58,83,81,0.0629
58,94,136,0.0449
58,97,139,0.2383
58,99,5,0.2771
58,101,48,0.0696
58,102,1,0.0571
58,104,4,0.1212
58,104,93,0.0865
58,115,184,0.2745
58,119,46,0.2836
58,120,56,0.0754
58,122,173,0.273
58,123,42,0.0634
58,123,184,0.2464
58,141,181,0.12
58,146,4,0.1027
58,148,119,0.1279
58,163,107,0.2679
58,166,166,0.2159
58,170,118,0.2397
58,175,23,0.1258
58,179,47,0.2627
58,186,20,0.1024
58,194,134,0.1149
58,196,83,0.0462
59,1,65,0.2745
59,9,131,0.2696
59,12,5,0.2616
59,14,27,0.2377
59,14,99,0.2529
59,16,137,0.261
59,17,171,0.0877
59,21,76,0.0568
59,28,175,0.2853
59,29,41,0.0562
59,30,148,0.0493
59,31,75,0.0643
59,49,147,0.2698
59,50,82,0.0797
59,60,14,0.085
59,65,20,0.2369
59,67,77,0.2654
59,73,173,0.0587
59,80,135,0.2846
59,86,98,0.2583
59,97,107,0.2331
59,113,56,0.2108
59,136,86,0.0754
59,138,102,0.2887
59,146,77,0.0678
59,147,170,0.279
59,151,135,0.0638
59,152,105,0.0576
59,158,161,0.2756
59,161,6,0.274
59,161,107,0.0556
59,165,58,0.0635
59,171,30,0.249
59,177,26,0.2673
59,179,179,0.0463
59,185,126,0.0448
59,191,186,0.2601
60,3,86,0.0504
60,5,65,0.1107
60,8,145,0.0528
60,28,33,0.0602
60,34,5,0.0397
60,37,152,0.0636
60,37,165,0.0678
60,38,141,0.0919
60,45,23,0.0474
60,67,22,0.0583
60,68,151,0.0424
60,69,190,0.0721
60,83,158,0.0592
60,85,3,0.0624
60,85,81,0.0478
60,85,115,0.1255
60,86,27,0.0426
60,88,166,0.0539
60,107,176,0.0647
60,111,174,0.0474
60,113,167,0.0556
60,114,48,0.0548
60,129,113,0.0427
60,142,40,0.0542
60,155,80,0.054
60,159,23,0.0698
60,163,81,0.107
60,165,3,0.0519
60,194,46,0.0708
60,195,20,0.2841
60,198,183,0.0822
61,7,84,0.0512
61,16,155,0.058
61,27,27,0.0479
61,35,166,0.0539
61,49,20,0.0943
61,54,7,0.0539
61,54,133,0.073
61,56,46,0.0452
61,70,2,0.0427
61,74,197,0.0464
61,76,12,0.0591
61,76,113,0.0453
61,77,168,0.0539
61,78,132,0.0595
61,80,3,0.2708
61,82,19,0.2627
61,86,101,0.0634
61,90,37,0.1146
61,100,48,0.0568
61,106,48,0.0464
61,109,18,0.0999
61,110,63,0.0591
61,110,88,0.066
61,120,173,0.0845
61,122,35,0.0513
61,133,148,0.0859
61,145,189,0.2816
61,149,154,0.0514
61,156,142,0.0625
61,159,143,0.0532
61,159,162,0.0588
61,162,29,0.0502
61,165,22,0.0358
61,174,9,0.056
61,176,162,0.2838
61,177,63,0.0897
61,181,150,0.092
61,186,117,0.0568
61,191,105,0.0751
61,199,178,0.059
62,11,76,0.0591
62,16,99,0.2784
62,27,89,0.0902
62,33,167,0.2712
62,35,110,0.0734
62,37,113,0.0777
62,39,16,0.0467
62,43,62,0.0785
62,46,8,0.0639
62,46,172,0.2714
62,52,122,0.032
62,53,177,0.0661
62,55,8,0.0628
62,56,105,0.0628
62,56,187,0.0538
62,63,32,0.0341
62,64,139,0.0522
62,67,164,0.0597
62,69,70,0.0618
62,72,110,0.0729
62,78,16,0.0488
62,96,153,0.2644
62,98,198,0.2778
62,106,141,0.0569
62,107,133,0.0432
62,122,2,0.0818
62,123,157,0.0594
62,138,80,0.0385
62,140,20,0.2387
62,147,8,0.0642
62,155,52,0.2333
62,161,98,0.0726
62,169,36,0.0582
62,171,47,0.0471
62,172,35,0.093
62,177,83,0.0749
62,185,156,0.0793
62,194,73,0.0305
62,197,42,0.2585
63,6,34,0.0631
63,11,57,0.09
63,20,17,0.0682
63,27,185,0.0828
63,33,168,0.0626
63,41,40,0.0512
63,48,130,0.2618
63,49,3,0.2779
63,55,196,0.0521
63,59,2,0.0458
63,65,72,0.0759
63,71,109,0.0694
63,77,129,0.0683
63,81,109,0.0752
63,82,141,0.2863
63,82,142,0.2524
63,84,47,0.2593
63,85,138,0.2854
63,91,183,0.0558
63,93,156,0.1084
63,117,135,0.0737
63,121,165,0.044
63,121,167,0.0457
63,130,62,0.0528
63,134,17,0.2768
63,135,145,0.0869
63,141,104,0.2631
63,141,147,0.0694
63,146,95,0.2583
63,155,112,0.265
63,155,137,0.0446
63,162,56,0.0415
63,167,85,0.0664
63,170,198,0.2894
63,188,96,0.0474
63,188,193,0.0644
63,189,142,0.0729
63,190,94,0.0666
63,194,53,0.0829
64,6,144,0.2627
64,10,27,0.2675
64,12,195,0.0353
64,17,62,0.0299
64,23,25,0.2435
64,25,147,0.0666
64,26,56,0.0408
64,35,68,0.2655
64,39,52,0.0713
64,43,77,0.2646
64,43,144,0.051
64,49,91,0.2663
64,54,78,0.0481
64,55,73,0.0607
64,55,125,0.0562
64,57,43,0.0364
64,65,107,0.0464
64,66,63,0.0523
64,69,8,0.2359
64,84,184,0.0892
64,85,160,0.0755
64,92,168,0.0476
64,100,103,0.0606
64,101,171,0.0299
64,107,138,0.0468
64,108,97,0.0451
64,110,56,0.2717
64,112,179,0.068
64,126,163,0.0781
64,133,45,0.0669
64,137,28,0.2859
64,145,11,0.0853
64,147,149,0.0801
64,153,153,0.0593
